OrderID,OrderDate,CustomerID,ProductID,ProductName,Category,Region,UnitsSold,UnitPrice,Discount,Cost,SalesAmount,GrossProfit
O11007,2023-12-15,C1029,P221,Product 22,Office Supplies,South,4,26.26,0.0,15.92,105.04,41.36
O11008,2023-12-15,C1007,P217,Product 18,Software,West,9,311.91,0.0,117.62,2807.19,1748.61
O11009,2023-12-15,C1051,P228,Product 29,Electronics,East,19,253.39,0.0,88.43,4814.41,3134.24
O11010,2023-12-16,C1027,P210,Product 11,Software,North,14,111.71,0.0,77.24,1563.94,482.58
O11011,2023-12-16,C1058,P227,Product 28,Electronics,South,16,59.97,0.0,24.28,959.52,571.04
O11012,2023-12-16,C1038,P226,Product 27,Office Supplies,East,4,127.24,0.0,100.11,508.96,108.52
O11013,2023-12-16,C1003,P225,Product 26,Furniture,North,16,213.13,0.0,73.51,3410.08,2233.92
O11014,2023-12-16,C1011,P229,Product 30,Electronics,West,11,214.73,0.0,140.8,2362.03,813.23
O11015,2023-12-16,C1006,P203,Product 4,Furniture,West,18,477.65,0.0,181.0,8597.7,5339.7
O11016,2023-12-16,C1025,P228,Product 29,Electronics,South,1,253.39,0.0,88.43,253.39,164.96
O11017,2023-12-16,C1043,P225,Product 26,Furniture,East,13,213.13,0.0,73.51,2770.69,1815.06
O11018,2023-12-16,C1030,P207,Product 8,Office Supplies,West,19,339.87,0.0,183.74,6457.53,2966.47
O11019,2023-12-16,C1041,P229,Product 30,Electronics,East,5,214.73,0.0,140.8,1073.65,369.65
O11020,2023-12-20,C1029,P209,Product 10,Office Supplies,South,5,309.61,0.0,108.59,1548.05,1005.1
O11021,2023-12-23,C1011,P206,Product 7,Electronics,West,9,235.09,0.05,103.91,2010.02,1074.83
O11022,2023-12-23,C1052,P222,Product 23,Software,West,1,84.86,0.0,40.78,84.86,44.08
O11023,2023-12-23,C1052,P214,Product 15,Electronics,West,2,367.76,0.0,169.05,735.52,397.42
O11024,2023-12-24,C1017,P217,Product 18,Software,West,3,311.91,0.0,117.62,935.73,582.87
O11025,2023-12-24,C1032,P211,Product 12,Office Supplies,North,6,437.23,0.0,150.23,2623.38,1722.0
O11026,2023-12-25,C1017,P225,Product 26,Furniture,West,11,213.13,0.05,73.51,2227.21,1418.6
O11027,2023-12-25,C1023,P203,Product 4,Furniture,South,17,477.65,0.0,181.0,8120.05,5043.05
O11028,2023-12-25,C1005,P221,Product 22,Office Supplies,North,2,26.26,0.05,15.92,49.89,18.05
O11029,2023-12-26,C1038,P224,Product 25,Office Supplies,East,16,570.22,0.05,191.49,8667.34,5603.5
O11030,2023-12-26,C1008,P227,Product 28,Electronics,East,19,59.97,0.0,24.28,1139.43,678.11
O11031,2023-12-27,C1041,P212,Product 13,Furniture,East,5,54.4,0.0,27.16,272.0,136.2
O11032,2023-12-27,C1057,P220,Product 21,Electronics,South,10,278.07,0.0,101.91,2780.7,1761.6
O11033,2023-12-29,C1009,P206,Product 7,Electronics,East,15,235.09,0.0,103.91,3526.35,1967.7
O11034,2023-12-29,C1011,P227,Product 28,Electronics,West,15,59.97,0.0,24.28,899.55,535.35
O11035,2023-12-29,C1018,P214,Product 15,Electronics,West,6,367.76,0.0,169.05,2206.56,1192.26
O11036,2023-12-31,C1019,P207,Product 8,Office Supplies,East,8,339.87,0.05,183.74,2583.01,1113.09
O11037,2023-12-31,C1002,P214,Product 15,Electronics,West,4,367.76,0.0,169.05,1471.04,794.84
O11038,2023-12-31,C1012,P212,Product 13,Furniture,East,8,54.4,0.0,27.16,435.2,217.92
O11039,2023-12-31,C1012,P215,Product 16,Furniture,East,9,215.0,0.0,77.58,1935.0,1236.78
O11040,2023-12-31,C1037,P220,Product 21,Electronics,South,7,278.07,0.0,101.91,1946.49,1233.12
O11041,2023-12-31,C1048,P201,Product 2,Software,North,9,80.89,0.1,49.22,655.21,212.23
O11042,2023-12-31,C1015,P211,Product 12,Office Supplies,South,1,437.23,0.0,150.23,437.23,287.0
O11043,2024-01-02,C1011,P207,Product 8,Office Supplies,West,17,339.87,0.0,183.74,5777.79,2654.21
O11044,2024-01-02,C1045,P224,Product 25,Office Supplies,East,17,570.22,0.0,191.49,9693.74,6438.41
O11045,2024-01-02,C1042,P208,Product 9,Office Supplies,West,4,118.51,0.0,86.83,474.04,126.72
O11046,2024-01-02,C1024,P205,Product 6,Office Supplies,South,15,209.71,0.0,124.1,3145.65,1284.15
O11047,2024-01-04,C1027,P229,Product 30,Electronics,North,13,214.73,0.0,140.8,2791.49,961.09
O11048,2024-01-04,C1031,P217,Product 18,Software,West,19,311.91,0.0,117.62,5926.29,3691.51
O11049,2024-01-04,C1027,P208,Product 9,Office Supplies,North,8,118.51,0.0,86.83,948.08,253.44
O11050,2024-01-04,C1033,P200,Product 1,Electronics,South,4,207.23,0.0,104.52,828.92,410.84
O11051,2024-01-04,C1005,P215,Product 16,Furniture,North,3,215.0,0.15,77.58,548.25,315.51
O11052,2024-01-04,C1024,P229,Product 30,Electronics,South,13,214.73,0.0,140.8,2791.49,961.09
O11053,2024-01-04,C1001,P219,Product 20,Software,North,18,459.87,0.0,188.0,8277.66,4893.66
O11054,2024-01-04,C1011,P209,Product 10,Office Supplies,West,13,309.61,0.0,108.59,4024.93,2613.26
O11055,2024-01-05,C1054,P212,Product 13,Furniture,South,18,54.4,0.0,27.16,979.2,490.32
O11056,2024-01-05,C1052,P210,Product 11,Software,West,19,111.71,0.15,77.24,1804.12,336.56
O11057,2024-01-05,C1044,P225,Product 26,Furniture,North,14,213.13,0.15,73.51,2536.25,1507.11
O11058,2024-01-08,C1021,P200,Product 1,Electronics,West,19,207.23,0.0,104.52,3937.37,1951.49
O11059,2024-01-08,C1054,P223,Product 24,Software,South,19,31.6,0.0,19.77,600.4,224.77
O11060,2024-01-08,C1058,P227,Product 28,Electronics,South,1,59.97,0.05,24.28,56.97,32.69
O11061,2024-01-08,C1034,P219,Product 20,Software,West,17,459.87,0.15,188.0,6645.12,3449.12
O11062,2024-01-08,C1012,P202,Product 3,Office Supplies,East,8,97.88,0.0,36.6,783.04,490.24
O11063,2024-01-08,C1034,P229,Product 30,Electronics,West,16,214.73,0.0,140.8,3435.68,1182.88
O11064,2024-01-08,C1054,P213,Product 14,Furniture,South,8,86.81,0.0,56.62,694.48,241.52
O11065,2024-01-09,C1040,P220,Product 21,Electronics,West,8,278.07,0.0,101.91,2224.56,1409.28
O11066,2024-01-09,C1022,P200,Product 1,Electronics,North,6,207.23,0.0,104.52,1243.38,616.26
O11067,2024-01-09,C1022,P210,Product 11,Software,North,13,111.71,0.0,77.24,1452.23,448.11
O11068,2024-01-09,C1038,P214,Product 15,Electronics,East,1,367.76,0.0,169.05,367.76,198.71
O11069,2024-01-09,C1023,P222,Product 23,Software,South,13,84.86,0.0,40.78,1103.18,573.04
O11070,2024-01-09,C1006,P214,Product 15,Electronics,West,8,367.76,0.0,169.05,2942.08,1589.68
O11071,2024-01-09,C1005,P217,Product 18,Software,North,16,311.91,0.0,117.62,4990.56,3108.64
O11072,2024-01-09,C1056,P226,Product 27,Office Supplies,North,9,127.24,0.0,100.11,1145.16,244.17
O11073,2024-01-10,C1012,P220,Product 21,Electronics,East,8,278.07,0.0,101.91,2224.56,1409.28
O11074,2024-01-10,C1027,P216,Product 17,Electronics,North,5,370.37,0.1,147.09,1666.66,931.21
O11075,2024-01-10,C1057,P216,Product 17,Electronics,South,9,370.37,0.0,147.09,3333.33,2009.52
O11076,2024-01-11,C1037,P208,Product 9,Office Supplies,South,6,118.51,0.1,86.83,639.95,118.97
O11077,2024-01-11,C1001,P205,Product 6,Office Supplies,North,13,209.71,0.0,124.1,2726.23,1112.93
O11078,2024-01-12,C1018,P222,Product 23,Software,West,3,84.86,0.0,40.78,254.58,132.24
O11079,2024-01-12,C1023,P217,Product 18,Software,South,17,311.91,0.0,117.62,5302.47,3302.93
O11080,2024-01-12,C1035,P212,Product 13,Furniture,East,3,54.4,0.05,27.16,155.04,73.56
O11081,2024-01-12,C1042,P212,Product 13,Furniture,West,17,54.4,0.05,27.16,878.56,416.84
O11082,2024-01-14,C1018,P224,Product 25,Office Supplies,West,16,570.22,0.0,191.49,9123.52,6059.68
O11083,2024-01-14,C1053,P222,Product 23,Software,West,19,84.86,0.0,40.78,1612.34,837.52
O11084,2024-01-15,C1032,P208,Product 9,Office Supplies,North,1,118.51,0.0,86.83,118.51,31.68
O11085,2024-01-15,C1054,P201,Product 2,Software,South,16,80.89,0.0,49.22,1294.24,506.72
O11086,2024-01-15,C1044,P217,Product 18,Software,North,2,311.91,0.0,117.62,623.82,388.58
O11087,2024-01-15,C1047,P220,Product 21,Electronics,North,6,278.07,0.0,101.91,1668.42,1056.96
O11088,2024-01-15,C1009,P210,Product 11,Software,East,7,111.71,0.0,77.24,781.97,241.29
O11089,2024-01-19,C1051,P224,Product 25,Office Supplies,East,18,570.22,0.0,191.49,10263.96,6817.14
O11090,2024-01-19,C1003,P228,Product 29,Electronics,North,9,253.39,0.0,88.43,2280.51,1484.64
O11091,2024-01-20,C1025,P207,Product 8,Office Supplies,South,9,339.87,0.0,183.74,3058.83,1405.17
O11092,2024-01-20,C1034,P203,Product 4,Furniture,West,17,477.65,0.0,181.0,8120.05,5043.05
O11093,2024-01-20,C1019,P224,Product 25,Office Supplies,East,5,570.22,0.0,191.49,2851.1,1893.65
O11094,2024-01-20,C1012,P217,Product 18,Software,East,15,311.91,0.0,117.62,4678.65,2914.35
O11095,2024-01-20,C1030,P203,Product 4,Furniture,West,10,477.65,0.0,181.0,4776.5,2966.5
O11096,2024-01-20,C1045,P208,Product 9,Office Supplies,East,8,118.51,0.0,86.83,948.08,253.44
O11097,2024-01-20,C1041,P229,Product 30,Electronics,East,11,214.73,0.0,140.8,2362.03,813.23
O11098,2024-01-21,C1009,P203,Product 4,Furniture,East,13,477.65,0.0,181.0,6209.45,3856.45
O11099,2024-01-21,C1055,P219,Product 20,Software,South,7,459.87,0.0,188.0,3219.09,1903.09
O11100,2024-01-21,C1020,P206,Product 7,Electronics,South,8,235.09,0.05,103.91,1786.68,955.4
O11101,2024-01-21,C1004,P222,Product 23,Software,North,14,84.86,0.0,40.78,1188.04,617.12
O11102,2024-01-21,C1054,P222,Product 23,Software,South,18,84.86,0.0,40.78,1527.48,793.44
O11103,2024-01-21,C1057,P212,Product 13,Furniture,South,2,54.4,0.15,27.16,92.48,38.16
O11104,2024-01-22,C1002,P227,Product 28,Electronics,West,10,59.97,0.0,24.28,599.7,356.9
O11105,2024-01-22,C1053,P225,Product 26,Furniture,West,3,213.13,0.0,73.51,639.39,418.86
O11106,2024-01-22,C1058,P219,Product 20,Software,South,5,459.87,0.0,188.0,2299.35,1359.35
O11107,2024-01-22,C1023,P229,Product 30,Electronics,South,15,214.73,0.1,140.8,2898.86,786.86
O11108,2024-01-22,C1043,P208,Product 9,Office Supplies,East,4,118.51,0.0,86.83,474.04,126.72
O11109,2024-01-22,C1048,P222,Product 23,Software,North,3,84.86,0.05,40.78,241.85,119.51
O11110,2024-01-23,C1018,P205,Product 6,Office Supplies,West,4,209.71,0.0,124.1,838.84,342.44
O11111,2024-01-23,C1039,P216,Product 17,Electronics,South,16,370.37,0.0,147.09,5925.92,3572.48
O11112,2024-01-23,C1015,P218,Product 19,Office Supplies,South,8,203.65,0.0,85.36,1629.2,946.32
O11113,2024-01-23,C1012,P209,Product 10,Office Supplies,East,17,309.61,0.0,108.59,5263.37,3417.34
O11114,2024-01-23,C1024,P206,Product 7,Electronics,South,10,235.09,0.0,103.91,2350.9,1311.8
O11115,2024-01-23,C1028,P205,Product 6,Office Supplies,East,18,209.71,0.1,124.1,3397.3,1163.5
O11116,2024-01-24,C1010,P224,Product 25,Office Supplies,East,17,570.22,0.0,191.49,9693.74,6438.41
O11117,2024-01-24,C1027,P225,Product 26,Furniture,North,19,213.13,0.0,73.51,4049.47,2652.78
O11118,2024-01-25,C1050,P210,Product 11,Software,North,6,111.71,0.0,77.24,670.26,206.82
O11119,2024-01-25,C1055,P225,Product 26,Furniture,South,16,213.13,0.0,73.51,3410.08,2233.92
O11120,2024-01-25,C1047,P206,Product 7,Electronics,North,8,235.09,0.05,103.91,1786.68,955.4
O11121,2024-01-25,C1000,P226,Product 27,Office Supplies,East,7,127.24,0.0,100.11,890.68,189.91
O11122,2024-01-25,C1003,P228,Product 29,Electronics,North,8,253.39,0.0,88.43,2027.12,1319.68
O11123,2024-01-27,C1039,P226,Product 27,Office Supplies,South,3,127.24,0.0,100.11,381.72,81.39
O11124,2024-01-27,C1037,P206,Product 7,Electronics,South,1,235.09,0.0,103.91,235.09,131.18
O11125,2024-01-27,C1058,P206,Product 7,Electronics,South,12,235.09,0.0,103.91,2821.08,1574.16
O11126,2024-01-27,C1035,P209,Product 10,Office Supplies,East,1,309.61,0.0,108.59,309.61,201.02
O11127,2024-01-27,C1016,P204,Product 5,Office Supplies,West,9,365.41,0.0,149.12,3288.69,1946.61
O11128,2024-01-27,C1031,P202,Product 3,Office Supplies,West,16,97.88,0.05,36.6,1487.78,902.18
O11129,2024-01-27,C1051,P219,Product 20,Software,East,15,459.87,0.0,188.0,6898.05,4078.05
O11130,2024-01-27,C1030,P213,Product 14,Furniture,West,16,86.81,0.0,56.62,1388.96,483.04
O11131,2024-01-27,C1013,P216,Product 17,Electronics,North,18,370.37,0.0,147.09,6666.66,4019.04
O11132,2024-01-28,C1014,P214,Product 15,Electronics,South,15,367.76,0.15,169.05,4688.94,2153.19
O11133,2024-01-28,C1014,P217,Product 18,Software,South,4,311.91,0.0,117.62,1247.64,777.16
O11134,2024-01-28,C1033,P229,Product 30,Electronics,South,15,214.73,0.05,140.8,3059.9,947.9
O11135,2024-01-28,C1031,P223,Product 24,Software,West,8,31.6,0.0,19.77,252.8,94.64
O11136,2024-01-28,C1033,P229,Product 30,Electronics,South,17,214.73,0.0,140.8,3650.41,1256.81
O11137,2024-01-28,C1028,P214,Product 15,Electronics,East,12,367.76,0.0,169.05,4413.12,2384.52
O11138,2024-01-28,C1028,P201,Product 2,Software,East,18,80.89,0.0,49.22,1456.02,570.06
O11139,2024-01-28,C1026,P228,Product 29,Electronics,East,6,253.39,0.0,88.43,1520.34,989.76
O11140,2024-01-28,C1013,P221,Product 22,Office Supplies,North,2,26.26,0.0,15.92,52.52,20.68
O11141,2024-01-28,C1049,P224,Product 25,Office Supplies,West,3,570.22,0.05,191.49,1625.13,1050.66
O11142,2024-01-29,C1057,P216,Product 17,Electronics,South,11,370.37,0.0,147.09,4074.07,2456.08
O11143,2024-01-29,C1038,P222,Product 23,Software,East,2,84.86,0.1,40.78,152.75,71.19
O11144,2024-01-29,C1024,P229,Product 30,Electronics,South,6,214.73,0.0,140.8,1288.38,443.58
O11145,2024-01-29,C1015,P204,Product 5,Office Supplies,South,5,365.41,0.1,149.12,1644.35,898.75
O11146,2024-01-31,C1004,P208,Product 9,Office Supplies,North,5,118.51,0.0,86.83,592.55,158.4
O11147,2024-01-31,C1035,P209,Product 10,Office Supplies,East,2,309.61,0.0,108.59,619.22,402.04
O11148,2024-01-31,C1037,P221,Product 22,Office Supplies,South,2,26.26,0.0,15.92,52.52,20.68
O11149,2024-01-31,C1000,P213,Product 14,Furniture,East,1,86.81,0.0,56.62,86.81,30.19
O11150,2024-01-31,C1003,P200,Product 1,Electronics,North,1,207.23,0.0,104.52,207.23,102.71
O11151,2024-01-31,C1058,P228,Product 29,Electronics,South,18,253.39,0.0,88.43,4561.02,2969.28
O11152,2024-02-01,C1035,P227,Product 28,Electronics,East,10,59.97,0.0,24.28,599.7,356.9
O11153,2024-02-01,C1049,P229,Product 30,Electronics,West,16,214.73,0.0,140.8,3435.68,1182.88
O11154,2024-02-01,C1017,P209,Product 10,Office Supplies,West,17,309.61,0.0,108.59,5263.37,3417.34
O11155,2024-02-02,C1038,P212,Product 13,Furniture,East,17,54.4,0.0,27.16,924.8,463.08
O11156,2024-02-02,C1017,P228,Product 29,Electronics,West,10,253.39,0.05,88.43,2407.2,1522.9
O11157,2024-02-02,C1033,P221,Product 22,Office Supplies,South,19,26.26,0.0,15.92,498.94,196.46
O11158,2024-02-02,C1055,P225,Product 26,Furniture,South,4,213.13,0.15,73.51,724.64,430.6
O11159,2024-02-02,C1005,P217,Product 18,Software,North,10,311.91,0.0,117.62,3119.1,1942.9
O11160,2024-02-02,C1048,P225,Product 26,Furniture,North,1,213.13,0.05,73.51,202.47,128.96
O11161,2024-02-02,C1020,P219,Product 20,Software,South,18,459.87,0.0,188.0,8277.66,4893.66
O11162,2024-02-04,C1011,P213,Product 14,Furniture,West,9,86.81,0.0,56.62,781.29,271.71
O11163,2024-02-04,C1005,P209,Product 10,Office Supplies,North,19,309.61,0.0,108.59,5882.59,3819.38
O11164,2024-02-05,C1048,P205,Product 6,Office Supplies,North,8,209.71,0.0,124.1,1677.68,684.88
O11165,2024-02-05,C1021,P216,Product 17,Electronics,West,15,370.37,0.0,147.09,5555.55,3349.2
O11166,2024-02-05,C1028,P224,Product 25,Office Supplies,East,3,570.22,0.0,191.49,1710.66,1136.19
O11167,2024-02-05,C1033,P210,Product 11,Software,South,19,111.71,0.0,77.24,2122.49,654.93
O11168,2024-02-05,C1057,P200,Product 1,Electronics,South,16,207.23,0.0,104.52,3315.68,1643.36
O11169,2024-02-05,C1014,P205,Product 6,Office Supplies,South,14,209.71,0.0,124.1,2935.94,1198.54
O11170,2024-02-05,C1018,P223,Product 24,Software,West,3,31.6,0.0,19.77,94.8,35.49
O11171,2024-02-05,C1049,P224,Product 25,Office Supplies,West,12,570.22,0.0,191.49,6842.64,4544.76
O11172,2024-02-06,C1050,P200,Product 1,Electronics,North,6,207.23,0.0,104.52,1243.38,616.26
O11173,2024-02-06,C1053,P226,Product 27,Office Supplies,West,16,127.24,0.0,100.11,2035.84,434.08
O11174,2024-02-07,C1042,P215,Product 16,Furniture,West,1,215.0,0.05,77.58,204.25,126.67
O11175,2024-02-07,C1006,P216,Product 17,Electronics,West,7,370.37,0.0,147.09,2592.59,1562.96
O11176,2024-02-07,C1013,P201,Product 2,Software,North,14,80.89,0.15,49.22,962.59,273.51
O11177,2024-02-07,C1018,P213,Product 14,Furniture,West,16,86.81,0.0,56.62,1388.96,483.04
O11178,2024-02-07,C1016,P201,Product 2,Software,West,10,80.89,0.0,49.22,808.9,316.7
O11179,2024-02-07,C1040,P211,Product 12,Office Supplies,West,6,437.23,0.0,150.23,2623.38,1722.0
O11180,2024-02-08,C1005,P221,Product 22,Office Supplies,North,15,26.26,0.0,15.92,393.9,155.1
O11181,2024-02-09,C1022,P217,Product 18,Software,North,6,311.91,0.0,117.62,1871.46,1165.74
O11182,2024-02-09,C1043,P222,Product 23,Software,East,13,84.86,0.15,40.78,937.7,407.56
O11183,2024-02-09,C1044,P226,Product 27,Office Supplies,North,1,127.24,0.0,100.11,127.24,27.13
O11184,2024-02-09,C1054,P226,Product 27,Office Supplies,South,5,127.24,0.0,100.11,636.2,135.65
O11185,2024-02-09,C1037,P225,Product 26,Furniture,South,1,213.13,0.0,73.51,213.13,139.62
O11186,2024-02-09,C1025,P222,Product 23,Software,South,16,84.86,0.0,40.78,1357.76,705.28
O11187,2024-02-11,C1033,P214,Product 15,Electronics,South,3,367.76,0.0,169.05,1103.28,596.13
O11188,2024-02-11,C1006,P200,Product 1,Electronics,West,9,207.23,0.0,104.52,1865.07,924.39
O11189,2024-02-11,C1040,P202,Product 3,Office Supplies,West,18,97.88,0.1,36.6,1585.66,926.86
O11190,2024-02-11,C1005,P228,Product 29,Electronics,North,14,253.39,0.0,88.43,3547.46,2309.44
O11191,2024-02-12,C1029,P209,Product 10,Office Supplies,South,7,309.61,0.05,108.59,2058.91,1298.78
O11192,2024-02-12,C1050,P203,Product 4,Furniture,North,17,477.65,0.0,181.0,8120.05,5043.05
O11193,2024-02-12,C1011,P214,Product 15,Electronics,West,10,367.76,0.0,169.05,3677.6,1987.1
O11194,2024-02-12,C1058,P214,Product 15,Electronics,South,17,367.76,0.0,169.05,6251.92,3378.07
O11195,2024-02-13,C1049,P225,Product 26,Furniture,West,2,213.13,0.0,73.51,426.26,279.24
O11196,2024-02-13,C1022,P206,Product 7,Electronics,North,13,235.09,0.0,103.91,3056.17,1705.34
O11197,2024-02-14,C1024,P225,Product 26,Furniture,South,1,213.13,0.05,73.51,202.47,128.96
O11198,2024-02-14,C1037,P204,Product 5,Office Supplies,South,16,365.41,0.0,149.12,5846.56,3460.64
O11199,2024-02-15,C1032,P212,Product 13,Furniture,North,8,54.4,0.0,27.16,435.2,217.92
O11200,2024-02-17,C1031,P223,Product 24,Software,West,5,31.6,0.05,19.77,150.1,51.25
O11201,2024-02-18,C1016,P227,Product 28,Electronics,West,9,59.97,0.0,24.28,539.73,321.21
O11202,2024-02-19,C1057,P217,Product 18,Software,South,16,311.91,0.0,117.62,4990.56,3108.64
O11203,2024-02-19,C1023,P220,Product 21,Electronics,South,18,278.07,0.05,101.91,4755.0,2920.62
O11204,2024-02-19,C1041,P209,Product 10,Office Supplies,East,13,309.61,0.05,108.59,3823.68,2412.01
O11205,2024-02-19,C1016,P215,Product 16,Furniture,West,5,215.0,0.0,77.58,1075.0,687.1
O11206,2024-02-19,C1003,P213,Product 14,Furniture,North,17,86.81,0.0,56.62,1475.77,513.23
O11207,2024-02-20,C1008,P226,Product 27,Office Supplies,East,15,127.24,0.05,100.11,1813.17,311.52
O11208,2024-02-20,C1027,P212,Product 13,Furniture,North,15,54.4,0.0,27.16,816.0,408.6
O11209,2024-02-21,C1025,P222,Product 23,Software,South,19,84.86,0.0,40.78,1612.34,837.52
O11210,2024-02-22,C1017,P225,Product 26,Furniture,West,14,213.13,0.15,73.51,2536.25,1507.11
O11211,2024-02-23,C1018,P202,Product 3,Office Supplies,West,2,97.88,0.1,36.6,176.18,102.98
O11212,2024-02-24,C1055,P211,Product 12,Office Supplies,South,1,437.23,0.0,150.23,437.23,287.0
O11213,2024-02-24,C1025,P202,Product 3,Office Supplies,South,11,97.88,0.0,36.6,1076.68,674.08
O11214,2024-02-24,C1052,P202,Product 3,Office Supplies,West,8,97.88,0.0,36.6,783.04,490.24
O11215,2024-02-24,C1035,P221,Product 22,Office Supplies,East,7,26.26,0.0,15.92,183.82,72.38
O11216,2024-02-26,C1009,P221,Product 22,Office Supplies,East,1,26.26,0.0,15.92,26.26,10.34
O11217,2024-02-26,C1028,P215,Product 16,Furniture,East,16,215.0,0.0,77.58,3440.0,2198.72
O11218,2024-02-26,C1015,P206,Product 7,Electronics,South,6,235.09,0.0,103.91,1410.54,787.08
O11219,2024-02-26,C1025,P208,Product 9,Office Supplies,South,14,118.51,0.0,86.83,1659.14,443.52
O11220,2024-02-26,C1056,P213,Product 14,Furniture,North,7,86.81,0.0,56.62,607.67,211.33
O11221,2024-02-26,C1025,P212,Product 13,Furniture,South,3,54.4,0.15,27.16,138.72,57.24
O11222,2024-02-29,C1048,P201,Product 2,Software,North,14,80.89,0.05,49.22,1075.84,386.76
O11223,2024-02-29,C1013,P211,Product 12,Office Supplies,North,12,437.23,0.0,150.23,5246.76,3444.0
O11224,2024-02-29,C1020,P223,Product 24,Software,South,2,31.6,0.0,19.77,63.2,23.66
O11225,2024-03-02,C1012,P209,Product 10,Office Supplies,East,9,309.61,0.0,108.59,2786.49,1809.18
O11226,2024-03-02,C1059,P222,Product 23,Software,South,17,84.86,0.05,40.78,1370.49,677.23
O11227,2024-03-03,C1011,P219,Product 20,Software,West,14,459.87,0.0,188.0,6438.18,3806.18
O11228,2024-03-03,C1013,P207,Product 8,Office Supplies,North,2,339.87,0.05,183.74,645.75,278.27
O11229,2024-03-07,C1005,P201,Product 2,Software,North,12,80.89,0.0,49.22,970.68,380.04
O11230,2024-03-07,C1011,P212,Product 13,Furniture,West,4,54.4,0.0,27.16,217.6,108.96
O11231,2024-03-07,C1031,P219,Product 20,Software,West,19,459.87,0.0,188.0,8737.53,5165.53
O11232,2024-03-10,C1006,P205,Product 6,Office Supplies,West,11,209.71,0.0,124.1,2306.81,941.71
O11233,2024-03-10,C1002,P226,Product 27,Office Supplies,West,5,127.24,0.0,100.11,636.2,135.65
O11234,2024-03-10,C1036,P225,Product 26,Furniture,East,5,213.13,0.0,73.51,1065.65,698.1
O11235,2024-03-10,C1016,P214,Product 15,Electronics,West,3,367.76,0.0,169.05,1103.28,596.13
O11236,2024-03-10,C1010,P220,Product 21,Electronics,East,8,278.07,0.0,101.91,2224.56,1409.28
O11237,2024-03-10,C1034,P205,Product 6,Office Supplies,West,8,209.71,0.1,124.1,1509.91,517.11
O11238,2024-03-10,C1037,P213,Product 14,Furniture,South,14,86.81,0.0,56.62,1215.34,422.66
O11239,2024-03-10,C1009,P211,Product 12,Office Supplies,East,14,437.23,0.0,150.23,6121.22,4018.0
O11240,2024-03-10,C1030,P225,Product 26,Furniture,West,17,213.13,0.0,73.51,3623.21,2373.54
O11241,2024-03-11,C1041,P200,Product 1,Electronics,East,12,207.23,0.0,104.52,2486.76,1232.52
O11242,2024-03-11,C1021,P212,Product 13,Furniture,West,2,54.4,0.0,27.16,108.8,54.48
O11243,2024-03-11,C1018,P224,Product 25,Office Supplies,West,4,570.22,0.0,191.49,2280.88,1514.92
O11244,2024-03-12,C1005,P211,Product 12,Office Supplies,North,17,437.23,0.0,150.23,7432.91,4879.0
O11245,2024-03-12,C1056,P207,Product 8,Office Supplies,North,19,339.87,0.0,183.74,6457.53,2966.47
O11246,2024-03-12,C1057,P211,Product 12,Office Supplies,South,9,437.23,0.0,150.23,3935.07,2583.0
O11247,2024-03-12,C1019,P210,Product 11,Software,East,4,111.71,0.0,77.24,446.84,137.88
O11248,2024-03-12,C1041,P215,Product 16,Furniture,East,8,215.0,0.0,77.58,1720.0,1099.36
O11249,2024-03-13,C1020,P213,Product 14,Furniture,South,16,86.81,0.0,56.62,1388.96,483.04
O11250,2024-03-13,C1038,P220,Product 21,Electronics,East,12,278.07,0.0,101.91,3336.84,2113.92
O11251,2024-03-13,C1025,P219,Product 20,Software,South,7,459.87,0.0,188.0,3219.09,1903.09
O11252,2024-03-14,C1009,P205,Product 6,Office Supplies,East,12,209.71,0.0,124.1,2516.52,1027.32
O11253,2024-03-14,C1049,P222,Product 23,Software,West,6,84.86,0.0,40.78,509.16,264.48
O11254,2024-03-16,C1007,P223,Product 24,Software,West,19,31.6,0.0,19.77,600.4,224.77
O11255,2024-03-16,C1038,P220,Product 21,Electronics,East,6,278.07,0.0,101.91,1668.42,1056.96
O11256,2024-03-16,C1056,P226,Product 27,Office Supplies,North,18,127.24,0.0,100.11,2290.32,488.34
O11257,2024-03-17,C1051,P226,Product 27,Office Supplies,East,10,127.24,0.0,100.11,1272.4,271.3
O11258,2024-03-17,C1010,P209,Product 10,Office Supplies,East,10,309.61,0.0,108.59,3096.1,2010.2
O11259,2024-03-17,C1028,P201,Product 2,Software,East,8,80.89,0.05,49.22,614.76,221.0
O11260,2024-03-17,C1001,P206,Product 7,Electronics,North,8,235.09,0.1,103.91,1692.65,861.37
O11261,2024-03-17,C1033,P217,Product 18,Software,South,15,311.91,0.0,117.62,4678.65,2914.35
O11262,2024-03-18,C1017,P218,Product 19,Office Supplies,West,18,203.65,0.0,85.36,3665.7,2129.22
O11263,2024-03-18,C1043,P213,Product 14,Furniture,East,8,86.81,0.0,56.62,694.48,241.52
O11264,2024-03-18,C1048,P220,Product 21,Electronics,North,10,278.07,0.0,101.91,2780.7,1761.6
O11265,2024-03-19,C1012,P201,Product 2,Software,East,4,80.89,0.0,49.22,323.56,126.68
O11266,2024-03-19,C1017,P207,Product 8,Office Supplies,West,4,339.87,0.05,183.74,1291.51,556.55
O11267,2024-03-19,C1058,P204,Product 5,Office Supplies,South,19,365.41,0.0,149.12,6942.79,4109.51
